Id,Name,Age
Q60969,Hermann Burmeister,18
Q60972,Joseph Dietzgen,39
Q60973,Fritz Bayerlein,34
Q60978,Erwin Piscator,16
Q60982,Wilhelm Adam,30
Q60987,Otto Rasch,25
Q60989,Ludwig August Mellin,26
Q60991,Heinrich Lehmann-Willenbrock,16
Q60992,Heinrich Daniel Ruhmkorff,24
Q60993,Friedrich Loeffler,26
Q60994,Georg Lindemann,34
Q60997,Johann Christoph Denner,33
Q61000,Karl Eberhard Schöngarth,26
Q61001,Erich Topp,20
Q61004,Carl-Heinrich von Stülpnagel,18
Q61006,Helene Mayer,16
Q61008,Hajo Herrmann,32
Q61009,Wolfgang Clement,23
Q61013,Egon Klepsch,37
Q61015,Prince Leopold of Bavaria,29
Q61019,Heinrich Kramer,18
Q61022,Maximilian von Prittwitz,40
Q61023,Hermann von Eichhorn,35
Q61025,Josef Blösche,19
Q61027,Max Hoffmann,14
Q61028,Walter Gieseking,18
Q61030,Karl von Bülow,25
Q61031,Johann Jacob Dillenius,22
Q61033,Kurt Adolff,33
Q61035,Paul Mayer,38
Q61037,Wilhelm Ackermann,21
Q61038,Hermann Hankel,16
Q61040,Wilhelm Roux,19
Q61043,Abraham Fraenkel,26
Q61044,Albertus de Saxonia,14
Q61046,Richard Courant,30
Q61047,Gotthold Eisenstein,24
Q61055,Arno Breker,27
Q61056,al-Maʾmun,35
Q61058,Ludwig Uhland,27
Q61059,Ira Gershwin,36
Q61060,Augustin Bea,32
Q61064,Wassily Kandinsky,29
Q61067,Johann Reuchlin,14
Q61071,Walter Gropius,21
Q61073,Sebastian Münster,28
Q61074,Carl Laemmle,35
Q61078,Walter Benjamin,23
Q61079,"Ernst August, Prince of Hanover",40
Q61080,Hermann Prey,31
Q61082,Karl August Wittfogel,28
Q61083,Charles III William of Baden-Durlach,14
Q61090,Friedrich Kohlrausch,39
Q61091,Christian Dietrich Grabbe,38
Q61093,"John George IV, Elector of Saxony",34
Q61097,"Christian August II, Duke of Schleswig-Holstein-Sonderburg-Augustenburg",35
Q61101,Siegfried Buback,25
Q61103,Duchess Maria Dorothea of Württemberg,32
Q61104,"Bernhard III, Duke of Saxe-Meiningen",26
Q61106,Walther Nehring,18
Q61108,"Alfred A. Knopf, Sr.",31
Q61109,Oskar Barnack,35
Q61110,Juris Alunāns,33
Q61114,Fritz Gerlich,22
Q61115,Wilhelm Rediess,27
Q61118,Bernard of Saxe-Weimar,14
Q61120,Wilhelm Schepmann,16
Q61123,Joseph Keilberth,25
Q61125,Adolf Strauss,39
Q61130,Luigi Colani,33
Q61132,Wolf-Heinrich Graf von Helldorf,21
Q61136,Gottfried von Cramm,16
Q61137,Abraham a Sancta Clara,34
Q61140,Johannes Aventinus,24
Q61146,Kurt Hahn,23
Q61147,Carl Reichenbach,19
Q61149,Heinrich Göbel,23
Q61151,Eduard Spranger,22
Q61152,Ludwig Crüwell,25
Q61154,"Henry XIII, Duke of Bavaria",31
Q61155,Duke Alexander of Württemberg,29
Q61156,Heinz-Wolfgang Schnaufer,19
Q61162,Andreas Werckmeister,38
Q61163,Josef Pieper,15
Q61164,Otto Kittel,25
Q61166,Johannes Wislicenus,22
Q61169,"Eberhard Louis, Duke of Württemberg",40
Q61171,Erich Neumann,34
Q61172,Friedrich-Wilhelm Krüger,24
Q61175,Hermann Levi,40
Q61178,Bertha Pappenheim,33
Q61180,Klaus Tennstedt,38
Q61183,Waldemar Hoven,26
Q61185,Kurt Franz,18
Q61188,Nicodemus Tessin the Elder,38
Q61189,Hans Blumenberg,32
Q61190,Oswald Külpe,16
Q61191,Otl Aicher,35
Q61192,Paul Götz,18
Q61194,Peter Hacks,18
Q61195,Georg Michael Anton Kerschensteiner,33
Q61197,Johann Christian Poggendorff,39
Q61203,Edwin Klebs,24
Q61205,Wolfgang Sawallisch,30
Q61206,Johannes Franz Hartmann,17
Q61207,Prince Frederick of Hesse-Kassel,22
Q61208,"Ernst I, Duke of Saxe-Altenburg",32
Q61209,Gerd Albrecht,31
Q61211,Rudolf I,27
Q61212,"William Louis, Duke of Württemberg",36
Q61213,"Anthony Ulrich, Duke of Brunswick-Wolfenbüttel",18
Q61214,"Wolfgang William, Count Palatine of Neuburg",37
Q61217,Otto Braun,27
Q61218,Peter Henlein,27
Q61221,Amalie Auguste of Bavaria,34
Q61222,Dietrich von Choltitz,25
Q61223,Hermann Schwarz,39
Q61224,Franz Aepinus,24
Q61227,Petra Kelly,29
Q61232,Felix Hoffmann,15
Q61234,Princess Adelgunde of Bavaria,29
Q61235,Vladimir Kuts,30
Q61237,Rudolf Dassler,26
Q61239,Hermann Balck,22
Q61240,Hermann Graf,34
Q61241,Princess Hildegard of Bavaria,28
Q61242,Prince Oskar of Prussia,21
Q61243,Princess Alexandra of Hanover,40
Q61245,"Frederick II, Elector Palatine",21
Q61246,Prince Francis Joseph of Battenberg,18
Q61248,Tassilo von Heydebrand und der Lasa,35
Q61251,Christian Friedrich Daniel Schubart,18
Q61252,Gisela Mauermayer,23
Q61255,Kuno Fischer,31
Q61256,Friedrich August Stüler,24
Q61258,Henry III,35
Q61259,Theodor Fischer,27
Q61260,Gustaf Gründgens,14
Q61261,Judith of Habsburg,26
Q61262,Hans Robert Jauss,35
Q61263,Klabund,25
Q61264,Princess Christine Louise of Oettingen-Oettingen,29
Q61265,Ludwig Lachmann,21
Q61266,Johann Friedrich von Eschscholtz,27
Q61267,Johann Heinrich von Mädler,40
Q61268,"William V, Landgrave of Hesse-Kassel",33
Q61270,"Louis, Prince of Hesse and by Rhine",27
Q61271,Reinhart Koselleck,30
Q61273,Heinrich Scheidemann,26
Q61274,Peter I,18
Q61275,Hermann Abert,37
Q61276,Andrey Osterman,22
Q61277,"John, Elector of Saxony",28
Q61279,"Leopold IV, Prince of Lippe",28
Q61280,Friedrich Adolf Trendelenburg,34
Q61281,Martin Rathke,21
Q61282,Prince Maximilian of Wied-Neuwied,16
Q61283,Franz Ehrle,26
Q61286,Edgar Barth,23
Q61287,Helmut Niedermayr,18
Q61288,Walter Heitz,32
Q61290,Paul Friedrich August Ascherson,18
Q61293,Heinz Brandt,37
Q61295,Theo Helfrich,34
Q61297,Rudolf Jakob Camerarius,29
Q61300,Karl Gegenbaur,17
Q61303,Konrad von Preysing,38
Q61305,Alfred Delp,19
Q61308,Adolf Bertram,30
Q61310,Paul de Lagarde,38
Q61311,Johann Friedrich Böttger,22
Q61313,Friedrich Konrad Beilstein,18
Q61314,Erich Hückel,18
Q61316,Ernst Otto Beckmann,14
Q61318,August Ludwig von Schlözer,24
Q61319,Christian Friedrich Schönbein,15
Q61323,Kurt Koffka,24
Q61328,Princess Augusta of Cambridge,30
Q61332,Peter Parler,36
Q61336,"Frederick I, Elector of Brandenburg",27
Q61338,Princess Margaret of Prussia,22
Q61340,Abraham of Smolensk,38
Q61342,Gottfried Semper,37
Q61345,Princess Alexandra of Saxe-Coburg and Gotha,40
Q61349,Johann Balthasar Neumann,29
Q61351,Frederica of Hanover,37
Q61353,Karl Theodor von Dalberg,26
Q61357,Johann Karl Friedrich Zöllner,19
Q61359,Johann Arndt,24
Q61360,"Frederick III, Duke of Schleswig-Holstein-Gottorp",23
Q61361,Gustave Whitehead,33
Q61362,"Eberhard III, Duke of Württemberg",30
Q61366,Philipp Ludwig Statius Müller,14
Q61367,"Henry Raspe, Landgrave of Thuringia",34
Q61369,Gabriel Biel,40
Q61374,Wolfhart Pannenberg,32
Q61376,Petra Schürmann,39
Q61378,Korbinian Brodmann,36
Q61383,Jean Cabanis,32
Q61389,Elisabeth of the Palatinate,30
Q61390,Salomon Müller,33
Q61398,Rudolf von Sebottendorf,14
Q61399,Moses the Hungarian,33
Q61401,Rudolf Schmidt,25
Q61402,Otto Kumm,22
Q61403,Gustav-Adolf von Zangen,21
Q61405,Erich Rudorffer,21
Q61406,Heinrich Bär,24
Q61407,Ernst Curtius,37
Q61408,Walter Kempowski,32
Q61410,Kurt Moll,33
Q61411,Paul Mattick,18
Q61412,Eleanor Marx,34
Q61419,Conrad Böcker,34
Q61421,Adolf Erman,39
Q61423,Adolf Furtwängler,21
Q61425,Ferdinand Gregorovius,29
Q61428,Conny Plank,35
Q61431,Ernest Frederick,30
Q61433,Eugen Goldstein,34
Q61435,"Henry V, Duke of Brunswick-Lüneburg",22
Q61439,Georg Eberhard Rumphius,18
Q61440,Johanna Schopenhauer,30
Q61441,Erich Pommer,27
Q61442,Fridolin von Senger und Etterlin,39
Q61443,Richard Ruoff,25
Q61444,"Frederick William, Grand Duke of Mecklenburg-Strelitz",20
Q61446,Theodor Lessing,39
Q61447,"Frederick II, Duke of Saxe-Gotha-Altenburg",14
Q61448,Hermine Reuss of Greiz,15
Q61449,Princess Victoria of Saxe-Coburg and Gotha,37
Q61450,Duchess Marie Gabrielle in Bavaria,23
Q61451,"Frederick Louis, Hereditary Grand Duke of Mecklenburg-Schwerin",18
Q61452,Marie of Saxe-Altenburg,39
Q61453,Kurd Lasswitz,37
Q61454,"Berthold IV, Duke of Merania",25
Q61456,Felix Dahn,35
Q61459,Ernst Klodwig,15
Q61462,Bernhard Siegfried Albinus,36
Q61463,Karl Krumbacher,30
Q61464,Duke John Albert of Mecklenburg,39
Q61466,Johannes Steinhoff,21
Q61467,"Louis II, Duke of Bavaria",21
Q61469,Heinrich Kuhl,37
Q61471,Samuel Gottlieb Gmelin,16
Q61473,"Louis V, Duke of Bavaria",30
Q61474,Karl Friedrich von Steinmetz,24
Q61475,Maria of the Palatinate-Simmern,25
Q61477,Konstantin Hierl,27
Q61482,Nikolaus Federmann,18
Q61485,Johann Konrad Dippel,23
Q61486,Willi Heeks,21
Q61487,Princess Marie of Waldeck and Pyrmont,19
Q61488,Günther Bechem,31
Q61489,Countess Augusta Reuss of Ebersdorf,24
Q61491,Gertrude of Merania,32
Q61493,Bernd Kannenberg,16
Q61495,Wolfgang Seidel,23
Q61496,"Louis X, Duke of Bavaria",38
Q61497,Kurt Tank,21
Q61498,Johann Rattenhuber,17
Q61501,Eduard Friedrich Poeppig,30
Q61507,Gerhard Marcks,21
Q61508,Albert II,34
Q61510,Gottfried John,26
Q61512,"Louis Rudolph, Duke of Brunswick-Lüneburg",36
Q61513,"Henry XV, Duke of Bavaria",25
Q61514,Michael Seifert,20
Q61520,August Hirt,21
Q61524,Bernhard Lichtenberg,40
Q61525,Wilhelm Gesenius,20
Q61527,Herta Oberheuser,37
Q61530,August Sander,26
Q61532,Peter Yorck von Wartenburg,35
Q61533,Fritz Fischer,25
Q61536,Harry Rosenbusch,26
Q61541,Hans Stuck,36
Q61543,Friedrich Alfred Krupp,26
Q61546,Franz Meyen,37
Q61548,Prince Karl Theodor of Bavaria,34
Q61550,Kurt Lischka,21
Q61552,Walter Gotell,19
Q61554,Otto Hofmann,25
Q61557,"William VII, Landgrave of Hesse-Kassel",20
Q61558,Arnold Ruge,24
Q61561,Jürgen Ponto,20
Q61567,Philipp Spitta,22
Q61570,Eugen Fischer,33
Q61574,Georg Wilhelm of Brunswick-Lüneburg-Celle,23
Q61580,Hans Staden,36
Q61582,Johannes Eccard,25
Q61585,Ludwig Renn,33
Q61587,Heinrich Bach,37
Q61590,Hans von Berlepsch,17
Q61592,Justus Perthes,15
Q61594,Meret Oppenheim,15
Q61597,Erika Mann,14
Q61601,Georg Heym,33
Q61608,Horst Tappert,27
Q61610,Ami Boué,14
Q61613,Helmuth James Graf von Moltke,36
Q61616,Arnold Gehlen,23
Q61620,Cunigunde of Luxembourg,23
Q61622,Ernst May,40
Q61625,Benno,22
Q61627,Uwe Johnson,19
Q61628,Eugen Fink,30
Q61631,Hieronymus Wolf,40
Q61633,Lothar von Arnauld de la Perière,29
Q61635,Hugo von Mohl,22
Q61638,Hans Speidel,40
Q61641,Lilli Lehmann,28
Q61643,Joachim Schepke,35
Q61648,Georg Gottfried Gervinus,37
Q61649,Duchess Maria Antonia of Bavaria,20
Q61650,Julius von Sachs,17
Q61652,Otto von Gierke,23
Q61654,Max Skladanowsky,26
Q61657,August Stramm,31
Q61659,Friedrich Ebert jr.,27
Q61660,Max Koegel,24
Q61662,Carl Sternheim,31
Q61664,Ernst Engel,24
Q61666,Hugo Eckener,30
Q61667,Friedrich von Huene,14
Q61670,Hans Berger,39
Q61671,"Ulrich, Duke of Württemberg",20
Q61672,Fritz Manteuffel,20
Q61673,Luděk Pachman,22
Q61674,Friedrich Albert Lange,37
Q61676,Karl Neukirch,28
Q61678,Johann Lukas Schönlein,29
Q61680,Jeremias Benjamin Richter,21
Q61682,Nikolaus Pevsner,33
Q61683,Otto Dietrich,17
Q61684,Georg Hillmar,17
Q61686,Walther Meissner,25
Q61687,Fritz Fischer,39
Q61689,"Leopold, Prince of Anhalt-Köthen",36
Q61690,Theodore Levitt,32
Q61692,"Leopold II, Prince of Anhalt-Dessau",28
Q61693,Karl Straube,38
Q61695,"Leopold I, Prince of Anhalt-Dessau",16
Q61697,Heinrich Wilhelm Dove,40
Q61706,Jan-Carl Raspe,21
Q61708,Hugo Preuß,21
Q61710,Burkhard Christoph von Münnich,37
Q61712,Johann Friedrich Meckel the younger,39
Q61714,Friedrich Wilhelm von Seydlitz,40
Q61716,Johann Gottfried Walther,34
Q61718,"Frederick Schomberg, 1st Duke of Schomberg",26
Q61719,Otto Wels,35
Q61720,Gottfried Silbermann,21
Q61721,Carl Ludwig Siegel,18
Q61722,Erich Mühsam,30
Q61723,Gustav Landauer,27
Q61725,Berthold Schenk Graf von Stauffenberg,32
Q61732,Max Dehn,31
Q61735,Rudolf Peierls,32
Q61737,Alfred Clebsch,25
Q61740,Adam Ries,25
Q61743,Carl Adam Petri,40
Q61745,Walter Gerlach,23
Q61747,Wilhelm Jordan,20
Q61748,Arthur Moritz Schoenflies,33
Q61749,Peter Andreas Hansen,20
Q61751,Moritz Cantor,17
Q61753,Friedrich Hirzebruch,14
Q61755,Paul Drude,17
Q61756,Kurt Hensel,38
Q61758,Lazarus Fuchs,32
Q61759,Moritz Pasch,25
Q61761,Pascual Jordan,21
Q61763,Otto Toeplitz,28
Q61764,Karl Mollweide,26
Q61766,Erhard Schmidt,22
Q61768,Helmut Hasse,20
Q61769,Martin Wilhelm Kutta,35
Q61771,Emil Wiechert,37
Q61773,Paul von Kügelgen,29
Q61774,Franz Ernst Neumann,31
Q61776,Hermann I,35
Q61777,Prince George William of Hanover,14
Q61780,"Frederick Michael, Count Palatine of Zweibrücken",35
Q61781,Duchess Louise Charlotte of Mecklenburg-Schwerin,18
Q61782,"Friedrich Ferdinand, Duke of Schleswig-Holstein",23
Q61786,Prince Albert of Prussia,20
Q61787,"Ernst II, Duke of Saxe-Altenburg",18
Q61789,Princess Marie Auguste of Thurn and Taxis,19
Q61793,Rahel Varnhagen,17
Q61794,Lothar Collatz,17
Q61795,Alfred Schwarzmann,20
Q61796,"Albert III, Duke of Bavaria",26
Q61797,"Hermann, Fürst von Pückler-Muskau",39
Q61801,Paul Gordan,16
Q61805,Alwin Berger,25
Q61806,Kurt Aland,26
Q61808,Friedrich Freiherr Kress von Kressenstein,27
Q61810,Heinrich Rubens,15
Q61813,Abraham Gotthelf Kästner,20
Q61814,"Joachim I Nestor, Elector of Brandenburg",35
Q61815,Carl Oberg,35
Q61819,Elizabeth Charlotte of the Palatinate,33
Q61821,Alfred Meyer,19
Q61823,Wolfgang Unzicker,22
Q61824,Friedrich Carl Alwin Pockels,15
Q61826,Joanna Elisabeth of Holstein-Gottorp,33
Q61828,Ernst Steinitz,34
Q61829,"George, Duke of Brunswick-Lüneburg",19
Q61832,Toni Ulmen,27
Q61833,"Meinhard III, Count of Gorizia-Tyrol",32
Q61834,Joachim Müncheberg,22
Q61836,Hermann Struve,21
Q61839,Götz von Berlichingen,28
Q61841,Hermann Goetz,33
Q61842,Rudolf Krause,16
Q61844,Valerius Cordus,33
Q61846,Gerhard Stöck,26
Q61848,Karl Blossfeldt,39
Q61850,Ludwig Kübler,27
Q61852,"Friedrich Melchior, Baron von Grimm",17
Q61853,Josef Peters,20
Q61854,Karl Hein,16
Q61855,Matthew C. Perry,33
Q61858,Hubert Hahne,28
Q61859,Henry Koster,28
Q61861,Herbert Kappler,37
Q61862,Eduard Zeller,29
Q61863,Ulrich von Wilamowitz-Moellendorff,22
Q61864,Carl von Linde,38
Q61869,Gottfried Heinrich Graf zu Pappenheim,26
Q61873,Dorothea of Brandenburg,15
Q61876,Agnes of Merania,25
Q61879,Johann Friedrich Struensee,20
Q61881,Bernd Eichinger,15
Q61882,Werner Jaeger,18
Q61885,Carl Gustav Hempel,29
Q61887,Fritz Haarmann,31
Q61888,Walter Burkert,39
Q61889,Hermann Diels,15
Q61891,Karl Joseph Schulte,33
Q61892,Max Taut,30
Q61893,Hermann Volk,40
Q61894,Johann Albert Fabricius,15
Q61895,Ludwig Kaas,33
Q61896,Johannes Joachim Degenhardt,33
Q61898,Bettie Page,31
Q61899,Manuel Maurozomes,33
Q61900,Curt Backeberg,20
Q61901,Karl Josef Becker,22
Q61904,Karl Alfred von Zittel,22
Q61907,Georg Ratzinger,14
Q61910,Adolf Brudes,34
Q61911,Princess Therese of Saxe-Altenburg,25
Q61913,Günther Lützow,28
Q61914,Gotthard of Hildesheim,15
Q61918,Theo Fitzau,26
Q61922,Gustav Radbruch,39
Q61924,Kurt Knispel,32
Q61926,Joseph Pilates,18
Q61927,Hellmuth Walter,19
Q61929,Paul Johann Anselm Ritter von Feuerbach,39
Q61933,Adolf Merckle,28
Q61934,Gertrude the Great,14
Q61940,Zinaida Gippius,23
Q61945,Franz Walter Stahlecker,36
Q61946,"Charles Alexander, Duke of Württemberg",40
Q61952,Konrad von Thüringen,20
Q61954,Georg Jellinek,37
Q61956,Lorenz von Stein,25
Q61959,Rüdiger von der Goltz,27
Q61962,Stanislaus Hosius,34
Q61963,"Augustus the Younger, Duke of Brunswick-Lüneburg",33
Q61965,Kilián Ignaz Dientzenhofer,29
Q61966,"Christian III, Count Palatine of Zweibrücken",33
Q61967,"Stephen I, Duke of Bavaria",38
Q61968,Theodor von Heuglin,20
Q61970,Theodor Lipps,32
Q61971,Henryk Rzewuski,38
Q61972,"Johann Ernst III, Duke of Saxe-Weimar",40
Q61974,Louis IX,29
Q61975,Carl Ludwig,28
Q61976,Hans von Obstfelder,14
Q61977,Gershon Kingsley,19
Q61978,Judith of Schweinfurt,21
Q61980,Abd-ru-shin,40
Q61981,Wilhelm Worringer,35
Q61987,Carl Gustav Carus,30
Q61990,Johannes Jacob Hegetschweiler,18
Q61991,Gerhard Fieseler,25
Q61996,Fritz Hartjenstein,28
Q61998,Wilhelm Marschall,19
Q62002,Albert Renger-Patzsch,23
Q62004,Paul von Hase,18
Q62006,Wojciech Korfanty,38
Q62007,Helmut Gröttrup,32
Q62009,Fritz Witt,38
Q62011,Kurt Jooss,39
Q62012,Ernst Barkmann,17
Q62015,Friedrich Wilhelm Kritzinger,25
Q62016,Otto Heckmann,14
Q62020,Nicolaus von Below,20
Q62022,Prince Wilhelm of Prussia,39
Q62024,Stéphanie de Beauharnais,16
Q62025,Princess Sophia Dorothea of Prussia,35
Q62028,Walter Frentz,24
Q62029,"Frederick William, Duke of Brunswick-Wolfenbüttel",26
Q62031,Bernhard Horwitz,39
Q62033,Gisela of Swabia,18
Q62035,Daniel Harrwitz,35
Q62036,Princess Alexandra of Bavaria,39
Q62040,Jean Dufresne,39
Q62041,"Elisabeth Christine of Brunswick-Wolfenbüttel, Crown Princess of Prussia",23
Q62043,Princess Philippine Charlotte of Prussia,32
Q62046,Franz von Paula Schrank,40
Q62048,Maria Sofia of Neuburg,21
Q62050,Willi Graf,34
Q62051,Ernest of Bavaria,29
Q62053,Karoline von Günderrode,39
Q62054,Gertrude of Süpplingenburg,28
Q62056,Prince Eitel Friedrich of Prussia,26
Q62063,Countess Palatine Caroline of Zweibrücken,17
Q62065,Werner Haase,17
Q62067,Gerda Christian,36
Q62068,Princess Augusta of Hesse-Kassel,26
Q62071,Wilhelm Voigt,26
Q62075,Friedrich Burgmüller,15
Q62080,"George Victor, Prince of Waldeck and Pyrmont",29
Q62081,Alfred Eisenstaedt,38
Q62083,Karl Decker,34
Q62084,Franz Schlegelberger,23
Q62086,Fritz Müller,14
Q62087,Otto Meissner,25
Q62088,Robert Remak,22
Q62090,Werner Naumann,33
Q62092,Theodor Boveri,20
Q62094,Thomas Dörflein,27
Q62095,Johann Andreas Wagner,32
Q62096,Carl Correns,23
Q62097,Karl Muck,25
Q62099,Karl Freund,24
Q62102,Theodor Wisch,33
Q62103,Walter Weiß,17
Q62104,Anne Christine of Sulzbach,27
Q62105,Paul Reinecke,39
Q62106,Hans von Salmuth,29
Q62107,Amalie of Zweibrücken-Birkenfeld,19
Q62108,Gustav Heinrich Wiedemann,17
Q62109,"Friedrich Karl Ludwig, Duke of Schleswig-Holstein-Sonderburg-Beck",27
Q62110,Max Jakob Friedländer,25
Q62111,Karl Ernst,40
Q62113,Karl Otfried Müller,39
Q62115,Erich Weinert,18
Q62116,Ignaz von Döllinger,32
Q62117,Otto Henry,24
Q62118,Robert Hermann Schomburgk,17
Q62119,"Frederick August I, Duke of Oldenburg",33
Q62124,Johann Gottlob Theaenus Schneider,32
Q62126,Richard Wilhelm,30
Q62129,"Frederick Augustus II, Grand Duke of Oldenburg",29
Q62130,Friedrich Weinbrenner,39
Q62131,Ludwig Biermann,25
Q62133,Bruno Frank,30
Q62134,Edna St. Vincent Millay,29
Q62135,Sexy Cora,40
Q62137,Franz Xaver Gabelsberger,33
Q62139,"Peter II, Grand Duke of Oldenburg",25
Q62142,August W. Eichler,23
Q62144,"Leopold III, Duke of Anhalt-Dessau",23
Q62147,Johann Jakob Schweppe,31
Q62150,Oskar von Hindenburg,30
Q62153,"George II, Prince of Waldeck and Pyrmont",34
Q62159,Leonard O'Brien,32
Q62160,"John Adolf, Duke of Schleswig-Holstein-Gottorp",18
Q62164,Horst Feistel,22
Q62168,"Eberhard I, Duke of Württemberg",32
Q62169,Sigmund Rascher,23
Q62171,Frederick III,32
Q62174,Hilde Krahwinkel Sperling,36
Q62176,Gustav Neumann,16
Q62177,Hans Günter Winkler,30
Q62178,Carl Gustav Witt,26
Q62185,Erich Ollenhauer,24
Q62188,Johann Heinrich Voss,14
Q62191,Friedrich Graf von Wrangel,37
Q62195,Stepan Stepanovich Apraksin,30
Q62202,Peter Struck,40
Q62203,Karam Ali Shah,29
Q62204,Rudi Altig,15
Q62206,Egon Bahr,22
Q62209,Grigory Petrov,33
Q62213,Hellmuth Stieff,21
Q62214,Gerhard Stoltenberg,32
Q62216,"Henry XVI, Duke of Bavaria",36
Q62217,Magdalena Sibylla of Hesse-Darmstadt,22
Q62219,Hussein el-Shafei,25
Q62221,Karl Ludwig Michelet,38
Q62223,Renata of Lorraine,26
Q62229,Anton Dohrn,29
Q62231,"Frederick VII, Margrave of Baden-Durlach",23
Q62234,Theodor Curtius,28
Q62235,Hans Klenk,31
Q62236,Walther Wever,24
Q62237,Georg Leber,38
Q62240,Wilhelm Hemprich,20
Q62241,Johannes Baptista von Albertini,14
Q62242,Karl Friedrich von Gaertner,25
Q62243,Adolph Frank,40
Q62247,"John Casimir, Count Palatine of Kleeburg",14
Q62248,Franz von Soxhlet,33
Q62249,Karl Hofer,38
Q62250,Werner Ostendorff,35
Q62252,Pietro Anastasi,37
Q62255,Roberto Anzolin,39
Q62256,Bruno Lüdke,23
Q62257,Michel Constantin,29
Q62258,John Henry Mackay,31
Q62259,"Christian August of Holstein-Gottorp, Prince of Eutin",22
Q62260,Hermann Muthesius,14
Q62261,Théodolinde de Beauharnais,24
Q62262,"Augustus, Duke of Saxe-Gotha-Altenburg",18
Q62263,Prince Ludwig Ferdinand of Bavaria,24
Q62264,Princess Marie Amelie of Baden,33
Q62265,"Friedrich Christian, Margrave of Meissen",23
Q62267,Princess Auguste of Bavaria,37
Q62269,Helmuth von Pannwitz,15
Q62271,Max Abraham,38
Q62273,"Francis Josias, Duke of Saxe-Coburg-Saalfeld",31
Q62274,Elisa Radziwill,31
Q62277,Ludolph Christian Treviranus,32
Q62278,Rudolf Schlechter,16
Q62280,Duke Maximilian Emanuel in Bavaria,28
Q62282,"Ernest I, Duke of Saxe-Gotha",31
Q62283,Werner Eilitz,17
Q62284,Princess Mathilde of Saxony,15
Q62287,"Hermann, Prince of Hohenlohe-Langenburg",31
Q62290,Martin Luther,39
Q62300,Eugenius Johann Christoph Esper,34
Q62303,Gerhard Franke,29
Q62304,Carl Dahlhaus,15
Q62306,Ludwig Aschoff,31
Q62308,Anneliese Rothenberger,19
Q62312,Horst Freitag,36
Q62313,Johann Benedict Listing,37
Q62314,Arno Arthur Wachmann,34
Q62315,Karl Rosenkranz,22
Q62316,Robert Sahakyants,23
Q62317,Gottfried Kirch,36
Q62322,Otto Bartning,38
Q62323,Werner Schroeter,36
Q62324,Alfred Bohrmann,19
Q62327,Magda Schneider,14
Q62330,Ferdinand Sauerbruch,29
Q62332,Johann von Aldringen,30
Q62334,Ulrich Plenzdorf,17
Q62335,Christl Cranz,39
Q62336,Baron Wilhelm von Biela,30
Q62339,Tron,38
Q62344,Theodor Körner,31
Q62347,Vitale Candiano,20
Q62349,Anton Reichenow,20
Q62351,August Endell,40
Q62353,Karin Dor,22
Q62355,Rudolf Christoph Freiherr von Gersdorff,26
Q62357,Erwin Stresemann,35
Q62363,Bruno Gröning,36
Q62365,Marie Luise Kaschnitz,29
Q62368,Gustav Hartlaub,32
Q62371,Viktor Knorre,24
Q62373,Max Bense,18
Q62374,Lutz D. Schmadel,31
Q62376,Siegfried Wilhelm Dehn,27
Q62377,Carl Wilhelm Siemens,23
Q62379,Ferdinand Zirkel,24
Q62380,Peter August,32
Q62383,Vincent Lübeck,34
Q62393,Princess Amelia of Great Britain,35
Q62395,Henri Peslier,30
Q62400,Heinrich von Treitschke,38
Q62401,Duke George of Oldenburg,20
Q62402,Paul Julius Möbius,16
Q62404,Sophie von La Roche,19
Q62405,Artur Phleps,35
Q62406,Otto Weddigen,30
Q62409,Franz Reuleaux,23
Q62411,Josias von Heeringen,40
Q62413,Gustav Karl Wilhelm Hermann Karsten,36
Q62414,Rudolf Augstein,26
Q62415,Hermann Harms,23
Q62418,Kurt Goldstein,26
Q62422,Hugo von Pohl,26
Q62425,Oskar von Hutier,38
Q62428,Max von Gallwitz,21
Q62430,Emilie Schindler,15
Q62432,August von Platen-Hallermünde,28
Q62435,Paul Scheerbart,37
Q62440,Josef Kling,29
Q62443,Marion Gräfin Dönhoff,20
Q62444,Wilhelm Röpke,37
Q62445,Friedrich von Ingenohl,15
Q62450,Wilhelm Souchon,30
Q62453,Max Lange,34
Q62455,Emil Schallopp,24
Q62457,Walter Rauff,28
Q62459,Alexander Abusch,27
Q62461,Ferdinand Leitner,37
Q62463,Georg Hermann Quincke,36
Q62465,Carl Mayet,36
Q62468,Daniel Paul Schreber,40
Q62471,Theodor Dannecker,37
Q62474,Hans Gerhard Creutzfeldt,36
Q62476,Georg von der Marwitz,33
Q62477,"Alfred, Hereditary Prince of Saxe-Coburg and Gotha",34
Q62478,Juan José Linz,14
Q62479,Ernst Baier,33
Q62480,"Ernst I, Prince of Hohenlohe-Langenburg",20
Q62481,"William the Younger, Duke of Brunswick-Lüneburg",20
Q62482,John Casimir of the Palatinate-Simmern,15
Q62483,"William, Duke of Jülich-Cleves-Berg",25
Q62485,Herta Bothe,36
Q62492,"Richard, 6th Prince of Sayn-Wittgenstein-Berleburg",38
Q62493,Philip Agee,25
Q62496,Harald Quandt,28
Q62497,Xhelal Deliallisi,27
Q62498,Engelbert Zaschka,28
Q62499,"Alexander, Duke of Schleswig-Holstein-Sonderburg",15
Q62503,Victor Fleming,25
Q62507,Prince Georg Friedrich of Waldeck,17
Q62509,Wolfram Sievers,36
